codigo_ocorrencia;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_registro_segmento;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;aeronave_peso_maximo_decolagem;ocorrencia_classificacao;ocorrencia_uf;ocorrencia_aeronaves_envolvidas;ocorrencia_saida_pista;ocorrencia_ano;ocorrencia_periodo;ocorrencia_tipo
65810;AVIÃO;EMBRAER;PISTÃO;MONOMOTOR;PARTICULAR;ESPECIALIZADA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2016;NOITE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65813;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;BIMOTOR;PARTICULAR;CRUZEIRO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RR;1;SIM;2016;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65815;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;MÚLTIPLA;DESCIDA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65818;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;INDETERMINADA;LEVE;0;ACIMA 5700KG;INCIDENTE;PR;1;NÃO;2016;TARDE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
65820;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65824;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;CE;1;NÃO;2016;NOITE;ESTOURO DE PNEU
65825;ULTRALEVE;NÃO INFORMADO;NÃO INFORMADO;NÃO INFORMADO;EXPERIMENTAL;MANOBRA;DESTRUÍDA;1;NÃO INFORMADO;ACIDENTE;SP;1;NÃO;2016;NOITE;OPERAÇÃO A BAIXA ALTITUDE
65827;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;AM;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65831;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;TÁXI;NENHUM;0;ACIMA 5700KG;INCIDENTE;ES;1;NÃO;2016;NOITE;SOPRO DE REATOR
65834;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2016;MANHÃ;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65835;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ACIMA 5700KG;ACIDENTE;PE;1;SIM;2016;MANHÃ;EXCURSÃO DE PISTA
65839;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2016;NOITE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65840;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CRUZEIRO;LEVE;0;ATÉ 2250KG;INCIDENTE;MS;1;NÃO;2016;TARDE;PERDA DE COMPONENTE EM VOO
65843;AVIÃO;ANTONIO ETTORE NALLIN;PISTÃO;MONOMOTOR;EXPERIMENTAL;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;SP;1;SIM;2016;NOITE;PERDA DE CONTROLE NO SOLO
65844;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;ESTACIONAMENTO;SUBSTANCIAL;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;MADRUGADA;COLISÃO COM OBSTÁCULOS NO SOLO
65854;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65863;ULTRALEVE;FLAVIO GIMENIS FERNANDES;PISTÃO;MONOMOTOR;EXPERIMENTAL;CRUZEIRO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PA;1;NÃO;2016;MANHÃ;PERDA DE CONTROLE EM VOO
65864;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;INSTRUÇÃO;APROXIMAÇÃO FINAL;NENHUM;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65865;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;DESCIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;MADRUGADA;FALHA DO MOTOR EM VOO
65866;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;SUBIDA;LEVE;0;ATÉ 2250KG;INCIDENTE;SC;1;NÃO;2016;TARDE;AERONAVE ATINGIDA POR OBJETO
65867;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2016;NOITE;OPERAÇÃO A BAIXA ALTITUDE
65876;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;TÁXI;LEVE;0;ACIMA 5700KG;INCIDENTE;RS;1;NÃO;2016;MANHÃ;F.O.D.
65878;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;PUSHBACK;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;MANHÃ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65890;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;CORRIDA APÓS POUSO;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;TARDE;F.O.D.
65892;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;BA;1;NÃO;2016;TARDE;PERDA DE CONTROLE NO SOLO
65893;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;SUBIDA;SUBSTANCIAL;2;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2016;TARDE;PERDA DE CONTROLE EM VOO
65916;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;SUBIDA;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;NOITE;COLISÃO COM AVE
65920;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;PB;1;NÃO;2016;NOITE;ESTOURO DE PNEU
65921;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;TÁXI;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SC;2;NÃO;2016;NOITE;COLISÃO COM AERONAVE NO SOLO
65921;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;TÁXI;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SC;2;NÃO;2016;NOITE;COLISÃO COM AERONAVE NO SOLO
65922;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;POUSO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2016;TARDE;POUSO EM LOCAL NÃO PREVISTO
65923;AVIÃO;AIR TRACTOR;PISTÃO;MONOMOTOR;ESPECIALIZADA;DECOLAGEM;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;SP;1;NÃO;2016;MANHÃ;FALHA DO MOTOR EM VOO
65929;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;ESPECIALIZADA;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;MT;1;NÃO;2016;NOITE;PERDA DE CONTROLE EM VOO
65931;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;INSTRUÇÃO;CRUZEIRO;NENHUM;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2016;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65934;AVIÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO INFORMADO;PARTICULAR;DECOLAGEM;DESTRUÍDA;2;NÃO INFORMADO;ACIDENTE;GO;1;NÃO;2016;NOITE;PERDA DE CONTROLE EM VOO
65936;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;TÁXI;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;NOITE;ESTOURO DE PNEU
65953;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;TÁXI;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;MANHÃ;ESTOURO DE PNEU
65963;AVIÃO;BOEING COMPANY;JATO;NÃO INFORMADO;REGULAR;TÁXI;NENHUM;0;NÃO INFORMADO;INCIDENTE;BA;2;NÃO;2016;NOITE;INCURSÃO EM PISTA
65963;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;APROXIMAÇÃO FINAL;NENHUM;0;ACIMA 5700KG;INCIDENTE;BA;2;NÃO;2016;NOITE;INCURSÃO EM PISTA
65972;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CRUZEIRO;NENHUM;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2016;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65974;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65978;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE;MG;1;SIM;2016;NOITE;EXCURSÃO DE PISTA
65980;HELICÓPTERO;HELIBRAS;TURBOEIXO;MONOMOTOR;PARTICULAR;DECOLAGEM VERTICAL;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;GO;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65981;HELICÓPTERO;PZL-SWIDNIK;TURBOEIXO;MONOMOTOR;PARTICULAR;CRUZEIRO;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;SC;1;NÃO;2016;TARDE;COM PARA-BRISAS / JANELA / PORTA
65982;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;DESCIDA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SC;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65984;AVIÃO;ALOIZIO RODRIGUES;PISTÃO;MONOMOTOR;EXPERIMENTAL;DECOLAGEM;LEVE;0;ATÉ 2250KG;INCIDENTE;MG;1;NÃO;2016;TARDE;PERDA DE COMPONENTE EM VOO
65990;AVIÃO;MCDONNELL DOUGLAS;JATO;TRIMOTOR;NÃO REGULAR;SUBIDA;NENHUM;0;NÃO INFORMADO;INCIDENTE;SP;1;NÃO;2016;NOITE;FALHA DO MOTOR EM VOO
65994;AVIÃO;CIRRUS DESIGN;PISTÃO;MONOMOTOR;PARTICULAR;TÁXI;LEVE;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65998;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;INSTRUÇÃO;TÁXI;LEVE;0;ATÉ 2250KG;INCIDENTE;PE;1;NÃO;2016;NOITE;ESTOURO DE PNEU
66005;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MS;1;SIM;2016;TARDE;COM TREM DE POUSO
66007;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;PR;1;NÃO;2016;MANHÃ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
66019;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;SIM;2016;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
66020;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
66021;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2016;MANHÃ;ESTOURO DE PNEU
66022;HELICÓPTERO;HELIBRAS;TURBOEIXO;MONOMOTOR;ADMINISTRAÇÃO DIRETA;PAIRADO;DESTRUÍDA;4;ATÉ 2250KG;ACIDENTE;RJ;1;NÃO;2016;NOITE;PERDA DE CONTROLE EM VOO
66034;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MG;1;NÃO;2016;TARDE;PANE SECA
66036;AVIÃO;PIPER AIRCRAFT;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;CORRIDA APÓS POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;SC;1;NÃO;2016;TARDE;ESTOURO DE PNEU
66037;ULTRALEVE;EDRA AERONÁUTICA LTDA;PISTÃO;MONOMOTOR;EXPERIMENTAL;TÁXI;LEVE;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;NOITE;ESTOURO DE PNEU
66039;AVIÃO;CIRRUS DESIGN;PISTÃO;MONOMOTOR;PARTICULAR;TÁXI;LEVE;0;ATÉ 2250KG;INCIDENTE;BA;1;NÃO;2016;NOITE;ESTOURO DE PNEU
66048;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2016;TARDE;COM TREM DE POUSO
66049;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;MANOBRA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2016;MANHÃ;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
66050;AVIÃO;AEROMOT;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;SP;1;SIM;2016;TARDE;CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO
66051;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;TÁXI;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2016;TARDE;PERDA DE CONTROLE NO SOLO
66064;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;DF;1;NÃO;2016;NOITE;FUMAÇA NA CABINE
66065;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;ESPECIALIZADA;ESPECIALIZADA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SC;1;NÃO;2016;NOITE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
66066;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2016;TARDE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
66073;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;CE;1;NÃO;2016;NOITE;FUMAÇA NA CABINE
66075;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;ADMINISTRAÇÃO DIRETA;TÁXI;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2016;NOITE;COLISÃO COM OBSTÁCULOS NO SOLO
66076;AVIÃO;CIA AERONAUTICA PAULISTA;PISTÃO;MONOMOTOR;INSTRUÇÃO;MANOBRA;NENHUM;0;ATÉ 2250KG;INCIDENTE GRAVE;PE;1;NÃO;2016;MANHÃ;FALHA DO MOTOR EM VOO
66078;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;PARTICULAR;VOO A BAIXA ALTURA;DESTRUÍDA;4;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2016;NOITE;PERDA DE CONTROLE EM VOO
66081;AVIÃO;CESSNA AIRCRAFT;JATO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;SP;1;NÃO;2016;TARDE;ESTOURO DE PNEU
66082;AVIÃO;LEARJET;JATO;BIMOTOR;PARTICULAR;POUSO;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;NOITE;F.O.D.
66083;AVIÃO;SCODA AERONÁUTICA;PISTÃO;MONOMOTOR;EXPERIMENTAL;POUSO;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;SP;1;NÃO;2016;NOITE;COM TREM DE POUSO
66084;ULTRALEVE;AEROBRAVO LTDA;PISTÃO;MONOMOTOR;EXPERIMENTAL;VOO A BAIXA ALTURA;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;PR;1;NÃO;2016;TARDE;POUSO EM LOCAL NÃO PREVISTO
66086;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;DESTRUÍDA;6;ATÉ 2250KG;ACIDENTE;AM;1;NÃO;2016;MANHÃ;FALHA DO MOTOR EM VOO
66088;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CRUZEIRO;LEVE;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;TARDE;COLISÃO COM AVE
66089;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;APROXIMAÇÃO FINAL;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
66090;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE GRAVE;SP;1;SIM;2016;NOITE;PERDA DE CONTROLE NO SOLO
66093;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;POUSO;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;PA;1;SIM;2016;NOITE;POUSO SEM TREM
66094;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;RS;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
66100;AVIÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO INFORMADO;EXPERIMENTAL;DECOLAGEM;SUBSTANCIAL;1;NÃO INFORMADO;ACIDENTE;SP;1;NÃO;2016;NOITE;PERDA DE CONTROLE EM VOO
66109;AVIÃO;BEECH AIRCRAFT;TURBOÉLICE;BIMOTOR;PARTICULAR;APROXIMAÇÃO FINAL;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RS;1;NÃO;2016;MANHÃ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
66121;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;TÁXI AÉREO;CORRIDA APÓS POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE;GO;1;SIM;2016;MANHÃ;PERDA DE CONTROLE NO SOLO
66127;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;GO;1;SIM;2016;TARDE;PERDA DE CONTROLE NO SOLO
66128;AVIÃO;AIR TRACTOR;TURBOÉLICE;MONOMOTOR;PARTICULAR;ESPECIALIZADA;DESTRUÍDA;1;ENTRE 2250KG E 5700KG;ACIDENTE;MT;1;NÃO;2016;NOITE;PERDA DE CONTROLE EM VOO
66129;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;ADMINISTRAÇÃO DIRETA;CRUZEIRO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;SP;1;NÃO;2016;TARDE;COLISÃO COM AVE
66131;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2016;NOITE;FALHA DO MOTOR EM VOO
66140;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;CRUZEIRO;NENHUM;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2016;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
66145;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;DESCIDA;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2016;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
66155;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;INSTRUÇÃO;CRUZEIRO;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;MANHÃ;PERDA DE COMPONENTE EM VOO
66156;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;TÁXI AÉREO;APROXIMAÇÃO FINAL;DESTRUÍDA;3;ENTRE 2250KG E 5700KG;ACIDENTE;AM;1;NÃO;2016;TARDE;INDETERMINADO
66158;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;MÚLTIPLA;TÁXI;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
66159;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2016;MANHÃ;PERDA DE CONTROLE EM VOO
66160;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;VOO A BAIXA ALTURA;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;GO;1;NÃO;2016;TARDE;COLISÃO EM VOO COM OBSTÁCULO
66192;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;BA;1;SIM;2016;NOITE;EXCURSÃO DE PISTA
66197;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;PE;1;NÃO;2016;MANHÃ;COM PARA-BRISAS / JANELA / PORTA
66198;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;PARTICULAR;DESCIDA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MG;1;NÃO;2016;TARDE;PERDA DE CONTROLE EM VOO
66199;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;APROXIMAÇÃO FINAL;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2017;TARDE;POUSO EM LOCAL NÃO PREVISTO
66203;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;SUBIDA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2017;TARDE;PANE SECA
66204;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2016;NOITE;PERDA DE CONTROLE NO SOLO
66210;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;DECOLAGEM;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;RS;1;SIM;2016;MANHÃ;OUTROS
66215;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PR;1;NÃO;2017;TARDE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
66216;AVIÃO;EMBRAER;PISTÃO;MONOMOTOR;ESPECIALIZADA;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;MS;1;SIM;2017;TARDE;PERDA DE CONTROLE NO SOLO
66221;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;POUSO;LEVE;0;ATÉ 2250KG;ACIDENTE;ES;1;SIM;2016;NOITE;FALHA DO MOTOR EM VOO
66222;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;DECOLAGEM;NENHUM;0;ATÉ 2250KG;INCIDENTE GRAVE;RS;1;NÃO;2017;NOITE;PERDA DE CONTROLE EM VOO
66223;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;GO;1;SIM;2017;TARDE;EXCURSÃO DE PISTA
66244;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;POUSO;SUBSTANCIAL;2;ATÉ 2250KG;ACIDENTE;MT;1;NÃO;2017;TARDE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
