codigo_ocorrencia;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_registro_segmento;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;aeronave_peso_maximo_decolagem;ocorrencia_classificacao;ocorrencia_uf;ocorrencia_aeronaves_envolvidas;ocorrencia_saida_pista;ocorrencia_ano;ocorrencia_periodo;ocorrencia_tipo
43648;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;CRUZEIRO;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2011;TARDE;COLISÃO COM AVE
43649;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DESCIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;PE;1;NÃO;2011;MADRUGADA;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
43652;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;INSTRUÇÃO;CIRCUITO DE TRÁFEGO;NENHUM;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2011;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
43653;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;CRUZEIRO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;ES;1;NÃO;2011;TARDE;OUTROS
43655;HELICÓPTERO;AGUSTA;TURBOEIXO;BIMOTOR;TÁXI AÉREO;POUSO;NENHUM;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2011;NOITE;ESTOURO DE PNEU
43656;HELICÓPTERO;HUGHES HELICOPTER;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;DESTRUÍDA;0;ATÉ 2250KG;ACIDENTE;RJ;1;NÃO;2011;TARDE;PERDA DE CONTROLE NO SOLO
43657;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2011;NOITE;PERDA DE CONTROLE EM VOO
43658;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;OUTRA FASE;SUBSTANCIAL;1;ATÉ 2250KG;ACIDENTE;SC;1;NÃO;2011;TARDE;PERDA DE CONTROLE EM VOO
43667;ULTRALEVE;HENRIQUE HAMILTON CERQUEIRA SANTOS;PISTÃO;MONOMOTOR;EXPERIMENTAL;TÁXI;LEVE;0;ATÉ 2250KG;INCIDENTE;SE;1;NÃO;2010;NOITE;OUTROS
43668;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;ESPECIALIZADA;POUSO;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;RS;1;SIM;2010;TARDE;COM TREM DE POUSO
43671;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;MS;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
43678;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;AM;1;NÃO;2010;MADRUGADA;ESTOURO DE PNEU
43680;AVIÃO;MCDONNELL DOUGLAS;PISTÃO;TRIMOTOR;NÃO INFORMADO;CORRIDA APÓS POUSO;LEVE;0;ACIMA 5700KG;INCIDENTE;PR;1;NÃO;2010;MANHÃ;ESTOURO DE PNEU
43684;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;SUBIDA;NENHUM;0;ATÉ 2250KG;INCIDENTE;MS;1;NÃO;2010;MANHÃ;FALHA DO MOTOR EM VOO
43685;AVIÃO;HAWKER BEECHCRAFT;JATO;BIMOTOR;TÁXI AÉREO;CRUZEIRO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;DF;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
43692;AVIÃO;MITSUBISHI;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;OUTRA FASE;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;BA;1;NÃO;2010;TARDE;FALHA DO MOTOR EM VOO
43697;AVIÃO;CIA AERONAUTICA PAULISTA;PISTÃO;MONOMOTOR;INSTRUÇÃO;MANOBRA;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2010;TARDE;CORTE INVOLUNTÁRIO DO MOTOR
43699;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;ESPECIALIZADA;POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
43700;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;GO;1;NÃO;2010;MANHÃ;PERDA DE CONTROLE NO SOLO
43702;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;TÁXI AÉREO;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;AC;1;NÃO;2011;TARDE;FALHA DO MOTOR EM VOO
43703;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MT;1;NÃO;2011;NOITE;PERDA DE CONTROLE NO SOLO
43704;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;OUTRA FASE;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2011;TARDE;FALHA ESTRUTURAL
43705;AVIÃO;BEECH AIRCRAFT;TURBOÉLICE;BIMOTOR;PARTICULAR;APROXIMAÇÃO FINAL;DESTRUÍDA;6;ENTRE 2250KG E 5700KG;ACIDENTE;GO;1;NÃO;2011;NOITE;VOO CONTROLADO CONTRA O TERRENO
43706;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;CRUZEIRO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;AM;1;NÃO;2011;NOITE;FALHA DO MOTOR EM VOO
43707;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;TARDE;FALHA DO MOTOR EM VOO
43711;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;TÁXI AÉREO;CORRIDA APÓS POUSO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;AC;1;NÃO;2011;TARDE;OUTROS
43715;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;ESPECIALIZADA;DECOLAGEM;NENHUM;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2011;NOITE;VAZAMENTO DE COMBUSTÍVEL
43719;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;PARTICULAR;TÁXI;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;SE;1;NÃO;2010;TARDE;PERDA DE CONTROLE EM VOO
43721;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;TÁXI AÉREO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;CE;1;SIM;2010;MANHÃ;COM TREM DE POUSO
43722;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;ESPECIALIZADA;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2010;MANHÃ;PERDA DE CONTROLE NO SOLO
43724;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2010;TARDE;COLISÃO COM OBSTÁCULOS NO SOLO
43725;PLANADOR;INDÚSTRIA PARANAENSE DE ESTRUTURAS;SEM TRAÇÃO;SEM TRAÇÃO;INSTRUÇÃO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;GO;1;NÃO;2010;NOITE;PERDA DE CONTROLE NO SOLO
43726;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2010;MANHÃ;PERDA DE CONTROLE EM VOO
43727;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2010;MADRUGADA;PERDA DE CONTROLE NO SOLO
43729;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;NÃO INFORMADO;INDETERMINADA;DESTRUÍDA;0;ATÉ 2250KG;ACIDENTE;PA;1;NÃO;2010;TARDE;INDETERMINADO
43730;HELICÓPTERO;EUROCOPTER FRANCE;TURBOEIXO;MONOMOTOR;ADMINISTRAÇÃO DIRETA;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;ES;1;NÃO;2010;NOITE;COM TREM DE POUSO
43731;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;INSTRUÇÃO;SUBIDA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2011;MANHÃ;FALHA DO MOTOR EM VOO
43732;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;AM;1;NÃO;2011;NOITE;COLISÃO COM OBSTÁCULOS NO SOLO
43733;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;TÁXI;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;TARDE;COLISÃO COM AERONAVE NO SOLO
43735;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;DECOLAGEM;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;SP;1;NÃO;2011;NOITE;COM PARA-BRISAS / JANELA / PORTA
43738;AVIÃO;RAYTHEON AIRCRAFT;JATO;BIMOTOR;TÁXI AÉREO;POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;SP;1;NÃO;2011;NOITE;ESTOURO DE PNEU
43742;HELICÓPTERO;HELIBRAS;TURBOEIXO;MONOMOTOR;ADMINISTRAÇÃO DIRETA;MANOBRA;NENHUM;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;OUTROS
43752;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2011;MANHÃ;OUTROS
43754;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;PA;1;NÃO;2010;TARDE;COLISÃO COM AVE
43764;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2011;TARDE;PERDA DE CONTROLE NO SOLO
43767;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;APROXIMAÇÃO FINAL;LEVE;0;ACIMA 5700KG;INCIDENTE;MG;1;NÃO;2011;TARDE;COLISÃO COM AVE
43774;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2011;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
43775;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;OUTRA FASE;DESTRUÍDA;3;ENTRE 2250KG E 5700KG;ACIDENTE;PR;1;NÃO;2011;NOITE;PERDA DE CONTROLE EM VOO
43776;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MT;1;SIM;2011;TARDE;PERDA DE CONTROLE NO SOLO
43778;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;ARREMETIDA NO AR;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MS;1;NÃO;2011;NOITE;FALHA DO MOTOR EM VOO
43779;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;TARDE;ESTOURO DE PNEU
43790;AVIÃO;EMBRAER;NÃO INFORMADO;SEM TRAÇÃO;NÃO INFORMADO;POUSO;LEVE;0;NÃO INFORMADO;INCIDENTE;PA;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
43793;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;NÃO INFORMADO;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2010;MADRUGADA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
43794;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;SUBIDA;DESTRUÍDA;2;ATÉ 2250KG;ACIDENTE;PR;1;NÃO;2010;NOITE;PERDA DE CONTROLE EM VOO
43802;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2010;NOITE;TRÁFEGO AÉREO
43806;AVIÃO;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2010;TARDE;ESTOURO DE PNEU
43808;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;ARREMETIDA NO SOLO;DESTRUÍDA;2;ATÉ 2250KG;ACIDENTE;PA;1;NÃO;2011;TARDE;VOO CONTROLADO CONTRA O TERRENO
43809;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;SUBSTANCIAL;1;ATÉ 2250KG;ACIDENTE;MA;1;NÃO;2011;TARDE;OPERAÇÃO A BAIXA ALTITUDE
43811;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CIRCUITO DE TRÁFEGO;LEVE;0;ATÉ 2250KG;INCIDENTE;MG;1;NÃO;2011;TARDE;POUSO SEM TREM
43812;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;AM;1;SIM;2011;NOITE;PERDA DE CONTROLE NO SOLO
43814;AVIÃO;CIRRUS DESIGN;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2011;NOITE;PANE SECA
43817;AVIÃO;BOEING COMPANY;JATO;TRIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;MT;1;NÃO;2011;MANHÃ;COLISÃO COM AVE
43818;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;PA;1;NÃO;2011;NOITE;COLISÃO COM AVE
43819;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;TÁXI AÉREO;VOO A BAIXA ALTURA;LEVE;0;ATÉ 2250KG;INCIDENTE;PA;1;NÃO;2011;TARDE;COLISÃO COM AVE
43820;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;ESPECIALIZADA;CIRCUITO DE TRÁFEGO;NENHUM;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;PANE SECA
43828;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2011;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
43829;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;APROXIMAÇÃO FINAL;NENHUM;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2011;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
43831;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;INDETERMINADA;LEVE;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;COLISÃO COM AVE
43832;AVIÃO;BEECH AIRCRAFT;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;POUSO;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;RJ;1;NÃO;2011;NOITE;PERDA DE CONTROLE EM VOO
43836;AVIÃO;LEARJET;JATO;BIMOTOR;TÁXI AÉREO;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2011;NOITE;COLISÃO COM AVE
43837;AVIÃO;BOEING COMPANY;JATO;TRIMOTOR;NÃO REGULAR;OPERAÇÃO DE SOLO;LEVE;0;ACIMA 5700KG;INCIDENTE;BA;1;NÃO;2011;TARDE;COM LANÇAMENTO DE CARGA
43838;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;INDETERMINADA;LEVE;0;ACIMA 5700KG;INCIDENTE;MA;1;NÃO;2011;TARDE;COLISÃO COM AVE
43842;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;SE;1;NÃO;2010;MANHÃ;PERDA DE CONTROLE NO SOLO
43869;ULTRALEVE;FABRICACAO PROPRIA;PISTÃO;MONOMOTOR;EXPERIMENTAL;INDETERMINADA;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;RJ;2;NÃO;2011;TARDE;COLISÃO DE AERONAVES EM VOO
43869;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;INDETERMINADA;DESTRUÍDA;0;ATÉ 2250KG;ACIDENTE;RJ;2;NÃO;2011;TARDE;COLISÃO DE AERONAVES EM VOO
43870;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;TÁXI AÉREO;CORRIDA APÓS POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE GRAVE;DF;1;NÃO;2011;TARDE;COM TREM DE POUSO
43871;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;INSTRUÇÃO;MANOBRA;LEVE;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2011;TARDE;COLISÃO COM AVE
43872;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;TÁXI;LEVE;0;ATÉ 2250KG;INCIDENTE;MG;1;NÃO;2011;NOITE;COLISÃO COM OBSTÁCULOS NO SOLO
43873;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;RS;1;NÃO;2011;NOITE;ESTOURO DE PNEU
43874;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE;RS;1;SIM;2011;TARDE;PERDA DE CONTROLE NO SOLO
43875;AVIÃO;CIA AERONAUTICA PAULISTA;PISTÃO;MONOMOTOR;INSTRUÇÃO;OUTRA FASE;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2011;NOITE;CORTE INVOLUNTÁRIO DO MOTOR
43876;AVIÃO;FOKKER;JATO;BIMOTOR;REGULAR;CIRCUITO DE TRÁFEGO;LEVE;0;ACIMA 5700KG;INCIDENTE;CE;1;NÃO;2011;TARDE;COLISÃO COM AVE
43885;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;CE;1;NÃO;2011;MANHÃ;COLISÃO COM AVE
43894;AVIÃO;PIPER AIRCRAFT;TURBOÉLICE;BIMOTOR;PARTICULAR;CRUZEIRO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2011;NOITE;FALHA DO MOTOR EM VOO
43895;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;REGULAR;CORRIDA APÓS POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;PA;1;SIM;2011;NOITE;ESTOURO DE PNEU
43899;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ACIMA 5700KG;ACIDENTE;PA;1;SIM;2011;NOITE;COM TREM DE POUSO
43900;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MT;1;NÃO;2011;MANHÃ;POUSO EM LOCAL NÃO PREVISTO
43901;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;INSTRUÇÃO;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;SP;1;SIM;2011;TARDE;EXCURSÃO DE PISTA
43903;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;SIM;2011;TARDE;PERDA DE CONTROLE NO SOLO
43904;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;LEVE;0;ATÉ 2250KG;INCIDENTE;PI;1;NÃO;2011;NOITE;FALHA DO MOTOR EM VOO
43906;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;DESTRUÍDA;0;ATÉ 2250KG;ACIDENTE;MT;1;NÃO;2011;TARDE;PERDA DE CONTROLE EM VOO
43908;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;OUTRA FASE;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2011;TARDE;OPERAÇÃO A BAIXA ALTITUDE
43909;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;INSTRUÇÃO;ARREMETIDA NO SOLO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2011;MANHÃ;PERDA DE CONTROLE EM VOO
43910;AVIÃO;CIA AERONAUTICA PAULISTA;PISTÃO;MONOMOTOR;INSTRUÇÃO;MANOBRA;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;PR;1;NÃO;2011;TARDE;POUSO EM LOCAL NÃO PREVISTO
43911;ULTRALEVE;HENRIQUE HAMILTON CERQUEIRA SANTOS;PISTÃO;MONOMOTOR;EXPERIMENTAL;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PE;1;NÃO;2011;TARDE;PERDA DE CONTROLE EM VOO
43912;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;OPERAÇÃO DE SOLO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;F.O.D.
43913;AVIÃO;FOKKER;JATO;BIMOTOR;REGULAR;APROXIMAÇÃO FINAL;NENHUM;0;ACIMA 5700KG;INCIDENTE;PE;1;NÃO;2011;TARDE;FALHA DO MOTOR EM VOO
43914;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;SUBIDA;LEVE;0;ACIMA 5700KG;INCIDENTE;BA;1;NÃO;2011;TARDE;FALHA DO MOTOR EM VOO
43915;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;DECOLAGEM;LEVE;0;ATÉ 2250KG;INCIDENTE;ES;1;SIM;2011;MANHÃ;POUSO LONGO
43921;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;MANOBRA;DESTRUÍDA;2;ATÉ 2250KG;ACIDENTE;RJ;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
43945;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;APROXIMAÇÃO FINAL;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;TARDE;COLISÃO COM AVE
43946;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;DF;1;NÃO;2011;NOITE;COLISÃO COM AVE
43973;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;NENHUM;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2011;TARDE;PERDA DE CONTROLE NO SOLO
43975;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;APROXIMAÇÃO FINAL;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2010;TARDE;TRÁFEGO AÉREO
43977;AVIÃO;EMBRAER;PISTÃO;MONOMOTOR;PARTICULAR;CRUZEIRO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MT;1;NÃO;2011;NOITE;FALHA DO MOTOR EM VOO
43978;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;PR;1;SIM;2011;TARDE;POUSO LONGO
43979;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2011;MADRUGADA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
43980;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;INCIDENTE;SP;1;NÃO;2011;TARDE;OUTROS
43981;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;OPERAÇÃO DE SOLO;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;NOITE;OUTROS
43983;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;GO;1;NÃO;2011;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
